image,width,height,class,ymin,xmin,ymax,xmax
image_2017_09_24_11_58_53_853428.png,800,600,R,114.49,594.492,296.811,682.919
image_2017_09_24_12_00_29_769295.png,800,600,Y,293.066,620.485,424.824,677.294
image_2017_09_24_12_00_29_769295.png,800,600,Y,293.122,371.76099999999997,418.463,430.496
image_2017_09_24_12_00_29_769295.png,800,600,Y,288.593,129.04,414.856,179.43400000000003
image_2017_09_24_11_30_50_837433.png,800,600,G,436.67699999999996,397.19300000000004,506.43300000000005,432.779
image_2017_09_24_11_30_50_837433.png,800,600,G,433.848,262.35900000000004,506.259,299.42400000000004
image_2017_09_24_11_30_50_837433.png,800,600,G,427.23400000000004,113.944,498.217,149.763
image_2017_09_24_12_00_29_822931.png,800,600,Y,427.55300000000005,401.20599999999996,502.774,434.284
image_2017_09_24_12_00_29_822931.png,800,600,Y,429.425,546.192,507.49699999999996,578.007
image_2017_09_24_12_00_29_822931.png,800,600,Y,423.08099999999996,243.761,500.471,278.78700000000003
image_2017_09_24_11_58_53_895163.png,800,600,R,225.87,546.179,382.98800000000006,617.318
image_2017_09_24_11_58_53_895163.png,800,600,R,222.868,253.229,375.58099999999996,328.57300000000004
image_2017_09_24_11_58_53_895163.png,800,600,R,230.297,-0.789115,365.67800000000005,36.7028
image_2017_09_24_11_30_50_847214.png,800,600,G,140.536,4.00194,320.197,66.0741
image_2017_09_24_11_30_50_847214.png,800,600,G,169.942,313.923,347.144,384.509
image_2017_09_24_11_30_50_856403.png,800,600,G,347.905,301.79900000000004,463.079,348.733
image_2017_09_24_11_30_50_856403.png,800,600,G,353.171,509.345,463.496,560.943
image_2017_09_24_11_30_50_856403.png,800,600,G,357.473,718.2810000000001,471.569,760.691
image_2017_09_24_12_00_29_774913.png,800,600,Y,309.04200000000003,451.106,425.708,498.13800000000003
image_2017_09_24_12_00_29_774913.png,800,600,Y,287.225,218.28,427.851,266.813
image_2017_09_24_12_00_29_774913.png,800,600,Y,282.0,0.596188,427.665,32.0563
image_2017_09_24_12_00_29_785100.png,800,600,Y,327.061,176.417,457.861,220.946
image_2017_09_24_12_00_29_785100.png,800,600,Y,344.586,390.756,455.401,433.162
image_2017_09_24_12_00_29_785100.png,800,600,Y,348.71,601.2180000000001,455.787,643.249
image_2017_09_24_11_58_53_933326.png,800,600,R,225.895,546.148,383.04,617.309
image_2017_09_24_11_58_53_933326.png,800,600,R,230.037,-0.8322459999999999,365.788,36.7027
image_2017_09_24_11_58_53_933326.png,800,600,R,222.826,253.34900000000002,375.49300000000005,328.532
image_2017_09_24_11_58_53_854660.png,800,600,R,304.07,511.16900000000004,433.389,561.9830000000001
image_2017_09_24_11_58_53_854660.png,800,600,R,300.183,738.19,437.655,789.508
image_2017_09_24_11_58_53_854660.png,800,600,R,306.322,271.496,420.923,326.69
image_2017_09_24_12_00_29_829200.png,800,600,Y,286.839,622.298,426.971,677.285
image_2017_09_24_12_00_29_829200.png,800,600,Y,289.91700000000003,371.61400000000003,421.459,430.12199999999996
image_2017_09_24_12_00_29_829200.png,800,600,Y,284.693,128.59,417.51300000000003,179.138
image_2017_09_24_11_58_53_954613.png,800,600,R,181.66,541.66,350.199,615.563
image_2017_09_24_11_58_53_954613.png,800,600,R,178.627,221.796,342.486,298.913
image_2017_09_24_11_58_53_940787.png,800,600,R,216.06400000000002,472.227,364.02,546.793
image_2017_09_24_11_58_53_940787.png,800,600,R,197.782,173.05599999999998,362.606,236.62099999999998
image_2017_09_24_12_00_29_801693.png,800,600,Y,288.681,620.68,428.36800000000005,677.692
image_2017_09_24_12_00_29_801693.png,800,600,Y,280.697,126.921,420.23699999999997,180.28
image_2017_09_24_12_00_29_801693.png,800,600,Y,287.58099999999996,372.473,422.87300000000005,428.647
image_2017_09_24_12_00_29_821920.png,800,600,Y,283.503,432.44800000000004,424.233,482.23800000000006
image_2017_09_24_12_00_29_821920.png,800,600,Y,282.27099999999996,191.584,421.48,241.89700000000002
image_2017_09_24_11_30_50_917413.png,800,600,G,191.4,394.57199999999995,349.384,468.60400000000004
image_2017_09_24_11_30_50_917413.png,800,600,G,173.077,76.1725,342.293,151.753
image_2017_09_24_11_30_50_917413.png,800,600,G,202.47799999999998,694.6189999999999,378.284,775.453
image_2017_09_24_11_58_53_822634.png,800,600,R,171.47799999999998,585.793,342.505,666.035
image_2017_09_24_11_58_53_822634.png,800,600,R,163.373,259.545,336.392,337.298
image_2017_09_24_11_30_50_894600.png,800,600,G,412.54,292.033,497.33,328.595
image_2017_09_24_11_30_50_894600.png,800,600,G,407.709,135.225,493.585,173.423
image_2017_09_24_11_30_50_872381.png,800,600,G,360.22900000000004,536.155,473.449,578.19
image_2017_09_24_11_30_50_872381.png,800,600,G,375.315,740.888,476.57199999999995,788.198
image_2017_09_24_12_00_29_753408.png,800,600,Y,285.151,622.1419999999999,428.31199999999995,677.334
image_2017_09_24_12_00_29_753408.png,800,600,Y,289.263,371.66,421.707,429.865
image_2017_09_24_12_00_29_753408.png,800,600,Y,281.926,128.36,419.56800000000004,179.726
image_2017_09_24_12_00_29_773797.png,800,600,Y,282.806,191.793,426.036,244.15099999999998
image_2017_09_24_12_00_29_773797.png,800,600,Y,301.72,432.69199999999995,418.75800000000004,481.04900000000004
image_2017_09_24_12_00_29_820785.png,800,600,Y,289.702,620.7040000000001,425.37699999999995,678.574
image_2017_09_24_12_00_29_820785.png,800,600,Y,292.057,372.20300000000003,420.625,430.707
image_2017_09_24_12_00_29_820785.png,800,600,Y,287.888,131.533,415.0,180.592
image_2017_09_24_11_58_53_948362.png,800,600,R,50.9791,654.538,270.79400000000004,745.568
image_2017_09_24_11_58_53_948362.png,800,600,R,51.1529,248.25900000000001,268.63599999999997,335.355
image_2017_09_24_11_30_50_926054.png,800,600,G,378.04699999999997,326.48400000000004,479.595,370.227
image_2017_09_24_11_30_50_926054.png,800,600,G,372.654,139.87,468.379,184.55200000000002
image_2017_09_24_11_30_50_926054.png,800,600,G,387.81300000000005,517.085,474.63300000000004,560.239
image_2017_09_24_12_00_29_752324.png,800,600,Y,289.459,620.148,426.156,676.683
image_2017_09_24_12_00_29_752324.png,800,600,Y,291.21,370.98900000000003,422.561,429.526
image_2017_09_24_12_00_29_752324.png,800,600,Y,286.994,126.834,416.783,180.01
image_2017_09_24_12_00_29_762900.png,800,600,Y,433.426,554.571,505.05400000000003,592.035
image_2017_09_24_12_00_29_762900.png,800,600,Y,427.735,252.85299999999998,503.004,290.763
image_2017_09_24_12_00_29_762900.png,800,600,Y,426.574,408.028,502.61199999999997,440.735
image_2017_09_24_11_30_50_839988.png,800,600,G,427.417,202.736,500.755,241.03400000000002
image_2017_09_24_11_30_50_839988.png,800,600,G,419.601,60.4939,492.224,99.5908
image_2017_09_24_11_30_50_857500.png,800,600,G,169.13099999999997,107.80799999999999,329.86699999999996,179.183
image_2017_09_24_11_30_50_857500.png,800,600,G,181.706,416.538,351.606,492.843
image_2017_09_24_11_30_50_908951.png,800,600,G,469.30800000000005,409.7,535.181,436.092
image_2017_09_24_11_30_50_908951.png,800,600,G,472.421,287.525,528.411,321.001
image_2017_09_24_11_30_50_908951.png,800,600,G,477.0,519.0,536.0,547.0
image_2017_09_24_12_00_29_764020.png,800,600,Y,451.56,503.871,521.759,538.352
image_2017_09_24_12_00_29_764020.png,800,600,Y,444.542,371.17699999999996,518.139,403.256
image_2017_09_24_12_00_29_764020.png,800,600,Y,458.915,640.66,522.3580000000001,678.9780000000001
image_2017_09_24_11_58_53_952290.png,800,600,R,233.963,101.345,383.17400000000004,169.946
image_2017_09_24_11_58_53_952290.png,800,600,R,234.90400000000002,395.14300000000003,382.926,454.45
image_2017_09_24_11_58_53_952290.png,800,600,R,247.761,667.523,391.38,744.8839999999999
image_2017_09_24_11_58_53_882691.png,800,600,R,289.749,713.534,419.05,774.9960000000001
image_2017_09_24_11_58_53_882691.png,800,600,R,275.813,229.61900000000003,403.194,285.76099999999997
image_2017_09_24_11_58_53_882691.png,800,600,R,276.498,476.659,425.159,528.507
image_2017_09_24_11_30_50_888525.png,800,600,G,428.06699999999995,352.68300000000005,504.39300000000003,390.898
image_2017_09_24_11_30_50_888525.png,800,600,G,430.856,498.79400000000004,506.767,533.094
image_2017_09_24_11_30_50_888525.png,800,600,G,434.996,647.7819999999999,503.134,688.077
image_2017_09_24_11_30_50_904003.png,800,600,G,527.964,176.511,562.28,199.33599999999998
image_2017_09_24_11_30_50_904003.png,800,600,G,533.5740000000001,251.268,564.239,270.092
image_2017_09_24_11_30_50_904003.png,800,600,G,535.844,330.11800000000005,568.344,348.51800000000003
image_2017_09_24_11_30_50_882658.png,800,600,G,427.719,353.144,503.494,390.827
image_2017_09_24_11_30_50_882658.png,800,600,G,430.642,498.99699999999996,506.555,533.149
image_2017_09_24_11_30_50_882658.png,800,600,G,433.346,647.384,504.80400000000003,688.084
image_2017_09_24_12_00_29_789539.png,800,600,Y,286.65,621.961,427.00300000000004,677.232
image_2017_09_24_12_00_29_789539.png,800,600,Y,289.559,371.574,421.44599999999997,429.986
image_2017_09_24_12_00_29_789539.png,800,600,Y,284.363,128.614,417.75,179.132
image_2017_09_24_12_00_29_798337.png,800,600,Y,442.344,581.727,518.4209999999999,614.386
image_2017_09_24_12_00_29_798337.png,800,600,Y,438.154,314.184,515.939,349.27
image_2017_09_24_12_00_29_798337.png,800,600,Y,443.789,451.44800000000004,517.018,481.795
image_2017_09_24_11_58_53_844848.png,800,600,R,134.645,459.06699999999995,325.488,541.606
image_2017_09_24_11_58_53_844848.png,800,600,R,137.941,117.50299999999999,320.67,192.02700000000002
image_2017_09_24_11_58_53_862073.png,800,600,R,121.178,582.85,311.95,656.342
image_2017_09_24_11_58_53_862073.png,800,600,R,118.272,219.644,301.60900000000004,299.316
image_2017_09_24_11_30_50_874819.png,800,600,G,401.57099999999997,-1.53768,494.06300000000005,33.756
image_2017_09_24_11_30_50_874819.png,800,600,G,405.44,154.255,495.827,192.604
image_2017_09_24_11_30_50_874819.png,800,600,G,423.435,311.108,494.814,348.333
image_2017_09_24_12_00_29_777444.png,800,600,Y,431.26599999999996,428.376,507.774,463.62199999999996
image_2017_09_24_12_00_29_777444.png,800,600,Y,432.425,281.43,503.06300000000005,317.462
image_2017_09_24_12_00_29_777444.png,800,600,Y,437.369,567.845,504.76599999999996,604.278
image_2017_09_24_12_00_29_744206.png,800,600,Y,287.67,619.425,426.515,676.342
image_2017_09_24_12_00_29_744206.png,800,600,Y,284.683,127.164,418.4,180.275
image_2017_09_24_12_00_29_744206.png,800,600,Y,289.89,372.01800000000003,422.70099999999996,430.24199999999996
image_2017_09_24_12_00_29_782292.png,800,600,Y,317.51099999999997,320.438,428.79699999999997,369.26599999999996
image_2017_09_24_12_00_29_782292.png,800,600,Y,300.214,99.0762,429.267,146.95
image_2017_09_24_12_00_29_782292.png,800,600,Y,322.656,547.328,427.74199999999996,592.35
image_2017_09_24_11_30_50_920110.png,800,600,G,198.6,407.913,353.827,478.81199999999995
image_2017_09_24_11_30_50_920110.png,800,600,G,180.57,78.5919,340.59,168.791
image_2017_09_24_11_30_50_920110.png,800,600,G,209.769,703.107,376.25800000000004,776.903
image_2017_09_24_11_58_53_928277.png,800,600,R,344.158,447.519,463.526,492.962
image_2017_09_24_11_58_53_928277.png,800,600,R,358.555,657.158,470.335,704.957
image_2017_09_24_12_00_29_772489.png,800,600,Y,291.99,619.9580000000001,426.051,678.566
image_2017_09_24_12_00_29_772489.png,800,600,Y,288.276,373.142,423.82599999999996,431.094
image_2017_09_24_12_00_29_772489.png,800,600,Y,289.38,126.439,413.76800000000003,180.521
image_2017_09_24_11_30_50_846025.png,800,600,G,401.54900000000004,-1.5408899999999999,494.032,33.7437
image_2017_09_24_11_30_50_846025.png,800,600,G,405.463,154.285,495.708,192.55
image_2017_09_24_11_30_50_846025.png,800,600,G,423.525,310.954,494.967,348.273
image_2017_09_24_12_00_29_814327.png,800,600,Y,292.822,253.107,422.906,305.28
image_2017_09_24_12_00_29_814327.png,800,600,Y,311.368,488.35699999999997,413.29,532.224
image_2017_09_24_12_00_29_814327.png,800,600,Y,287.878,19.7821,415.45300000000003,72.8884
image_2017_09_24_11_30_50_859793.png,800,600,G,522.07,169.865,561.241,191.074
image_2017_09_24_11_30_50_859793.png,800,600,G,524.636,103.296,558.7769999999999,124.163
image_2017_09_24_11_30_50_859793.png,800,600,G,532.097,248.976,565.819,270.08799999999997
image_2017_09_24_12_00_29_802881.png,800,600,Y,290.74,620.769,426.98900000000003,677.28
image_2017_09_24_12_00_29_802881.png,800,600,Y,292.535,371.82300000000004,419.756,431.13800000000003
image_2017_09_24_12_00_29_802881.png,800,600,Y,288.376,129.906,414.49300000000005,179.655
image_2017_09_24_11_30_50_924905.png,800,600,G,199.042,408.889,354.465,478.89599999999996
image_2017_09_24_11_30_50_924905.png,800,600,G,213.104,699.17,374.968,772.102
image_2017_09_24_11_30_50_924905.png,800,600,G,182.317,93.647,341.94,167.345
image_2017_09_24_12_00_29_783822.png,800,600,Y,454.301,436.965,519.7230000000001,473.028
image_2017_09_24_12_00_29_783822.png,800,600,Y,458.681,569.3330000000001,522.086,601.9119999999999
image_2017_09_24_12_00_29_783822.png,800,600,Y,462.583,702.1310000000001,523.62,737.363
image_2017_09_24_11_58_53_859597.png,800,600,R,285.82,464.913,416.325,521.462
image_2017_09_24_11_58_53_859597.png,800,600,R,291.111,711.572,420.89599999999996,772.3689999999999
image_2017_09_24_11_58_53_873089.png,800,600,R,269.445,115.069,405.611,171.80200000000002
image_2017_09_24_11_58_53_873089.png,800,600,R,271.334,371.31199999999995,410.161,428.13800000000003
image_2017_09_24_11_58_53_873089.png,800,600,R,280.3,627.979,420.29400000000004,687.297
image_2017_09_24_12_00_29_824139.png,800,600,Y,325.673,137.02,446.49699999999996,182.592
image_2017_09_24_12_00_29_824139.png,800,600,Y,343.273,353.311,452.58,398.941
image_2017_09_24_12_00_29_824139.png,800,600,Y,349.67900000000003,572.535,450.996,615.575
image_2017_09_24_11_58_53_869446.png,800,600,R,146.863,268.968,322.556,349.483
image_2017_09_24_11_58_53_869446.png,800,600,R,156.559,610.487,326.099,690.363
image_2017_09_24_11_58_53_875456.png,800,600,R,95.1859,330.58099999999996,293.904,416.881
image_2017_09_24_11_58_53_875456.png,800,600,R,98.4198,703.762,293.60200000000003,779.905
image_2017_09_24_11_58_53_875456.png,800,600,R,79.5867,-3.9661199999999996,286.004,47.917
image_2017_09_24_11_30_50_867932.png,800,600,G,371.88599999999997,91.9814,471.59,135.813
image_2017_09_24_11_30_50_867932.png,800,600,G,383.772,278.52,476.69300000000004,317.119
image_2017_09_24_11_30_50_867932.png,800,600,G,388.57,452.957,475.176,492.463
image_2017_09_24_11_58_53_857286.png,800,600,R,198.44099999999997,519.714,359.781,583.335
image_2017_09_24_11_58_53_857286.png,800,600,R,186.942,206.041,349.905,279.42
image_2017_09_24_11_58_53_938076.png,800,600,R,81.9165,475.209,283.403,557.967
image_2017_09_24_11_58_53_938076.png,800,600,R,85.8897,97.4765,278.12,184.005
image_2017_09_24_11_58_53_819892.png,800,600,R,182.718,567.424,348.73800000000006,642.523
image_2017_09_24_11_58_53_819892.png,800,600,R,176.334,250.222,345.319,330.759
image_2017_09_24_11_58_53_935713.png,800,600,R,154.365,300.968,328.09,383.151
image_2017_09_24_11_58_53_935713.png,800,600,R,166.271,640.232,330.55199999999996,719.33
image_2017_09_24_11_30_50_805177.png,800,600,G,368.088,92.5422,472.67,136.878
image_2017_09_24_11_30_50_805177.png,800,600,G,385.542,458.895,473.92400000000004,497.74199999999996
image_2017_09_24_11_30_50_805177.png,800,600,G,383.99,278.07099999999997,476.04400000000004,320.297
image_2017_09_24_11_30_50_905109.png,800,600,G,194.264,409.662,353.907,481.35900000000004
image_2017_09_24_11_30_50_905109.png,800,600,G,179.57,80.8388,337.505,164.142
image_2017_09_24_11_30_50_905109.png,800,600,G,207.40599999999998,701.5319999999999,375.82599999999996,774.9739999999999
image_2017_09_24_11_30_50_873658.png,800,600,G,119.146,1.6973200000000002,303.567,70.015
image_2017_09_24_11_30_50_873658.png,800,600,G,153.469,331.974,333.712,406.16
image_2017_09_24_12_00_29_760376.png,800,600,Y,465.436,453.056,532.599,483.32800000000003
image_2017_09_24_12_00_29_760376.png,800,600,Y,465.958,328.85900000000004,528.3340000000001,360.62800000000004
image_2017_09_24_12_00_29_760376.png,800,600,Y,470.765,567.889,531.04,604.06
image_2017_09_24_12_00_29_761727.png,800,600,Y,283.319,191.928,425.60699999999997,244.19400000000002
image_2017_09_24_12_00_29_761727.png,800,600,Y,301.404,432.74699999999996,419.67800000000005,481.283
image_2017_09_24_11_30_50_863360.png,800,600,G,428.25699999999995,560.46,502.981,600.914
image_2017_09_24_11_30_50_863360.png,800,600,G,429.46,713.863,506.82800000000003,756.2539999999999
image_2017_09_24_12_00_29_786234.png,800,600,Y,288.343,371.496,421.405,429.88599999999997
image_2017_09_24_12_00_29_786234.png,800,600,Y,293.097,621.181,425.43800000000005,677.7180000000001
image_2017_09_24_12_00_29_786234.png,800,600,Y,288.122,127.95200000000001,414.19,180.18
image_2017_09_24_11_30_50_842444.png,800,600,G,376.08,58.9136,473.541,101.43299999999999
image_2017_09_24_11_30_50_842444.png,800,600,G,386.82099999999997,238.142,477.565,277.692
image_2017_09_24_11_30_50_842444.png,800,600,G,391.98699999999997,410.027,474.955,450.684
